"년도","월","회원타입","건수","현년 전기사용량","전년 전기사용량","전전년 전기사용량","토탈 전기 증감량","토탈 전기탄소 증감량","현년 가스사용량","전년 가스사용량","전전년 가스사용량","토탈 가스 증감량","토탈 가스탄소 증감량","현년 수도사용량","전년 수도사용량","전전년 수도사용량","토탈 수도 증감량","토탈 수도탄소 증감량","현년 지역난방 사용량","전년 지역난방 사용량","전전년 지역난방 사용량","토탈 지역난방 증감량","토탈 지역난방탄소 증감량","등록일"
"2021","01","기업","18251","609932821","593734822","629362700","-1615940","-685158.56","31952681","36548333","43124825","-7883898","-17659931.52","3522296","4458453","4533053","-973457","-323187.724","0","0","0","0","0","2021-04-01 04:11:28.0"
"2021","01","공동주택관리소","3425","528695403","488521910","499385405","34741745.5","14730500.092","14139662","12772349","13877456","814759.5","1825061.28","19380482.4","18868395.4","19071902.1","410333.65","136230.7718","0","0","0","0","0","2021-04-01 04:11:28.0"
"2021","01","공공기관","2319","149292965","147840571","158215455","-3735048","-1583660.352","4567162","4800412","7829685","-1747886.5","-3915265.76","934380","1232796","1234492","-299264","-99355.648","0","0","0","0","0","2021-04-01 04:11:28.0"
"2021","01","개인","1113178","287882528","264806485","270232488","20363041.5","8633929.596","80955422","70998816","76274905","7318561.5","16393577.76","14273105.8","14027120.3","14248054.7","135518.3","44992.0756","31069705.783","25137106.568","26742757.623","5129773.6875","7629466.27831044","2021-04-01 04:11:28.0"
"2020","12","학교","6457","148641247","163043674","158464391","-12112785.5","-5135821.052","6130182","6712287","6946755","-699339","-1566519.36","1849950.6","2254096.6","2179161.8","-366678.6","-121737.2952","26803.56","21972.121","24090.481","3772.259","6446.968818","2021-03-11 18:31:32.0"
"2020","12","종교단체","764","6118940","7147468","7087278","-998433","-423335.592","313734","344988","312860","-15190","-34025.6","36163","62035","45965","-17837","-5921.884","0","0","0","0","0","2021-03-11 18:31:32.0"
"2020","12","소상공인","42743","82544954","88007794","87941049","-5429467.5","-2302094.22","2749449","3195669","3116983","-406877","-911404.48","1522971.8","1710259.8","1644036.2","-154176.2","-51186.4984","2679.61","2096.78","2244.49","508.975","-73.51022","2021-03-11 18:31:32.0"
"2020","12","기업","18259","567429666","586794781","593462122","-22698785.5","-9624285.052","24795758","21567744","26868220","577776","1294218.24","4056394.2","4768906.8","4628830","-642474.2","-213301.4344","0","0","0","0","0","2021-03-11 18:31:32.0"
"2020","12","공동주택관리소","3420","482819344","461403323","462985822","20624771.5","8744903.116","9137424","9257864","9454877","-218946.5","-490440.16","20250028.2","19370265.1","19273622.6","928084.35","308124.0042","0","0","0","0","0","2021-03-11 18:31:32.0"
"2020","12","공공기관","2319","134415822","140830293","143785616","-7892132.5","-3346264.18","3625280","3938720","4530840","-609500","-1365280","682469.6","966115.2","923345","-262260.5","-87070.486","0","0","0","0","0","2021-03-11 18:31:32.0"
"2020","12","개인","1110223","265370372","250887378","252983409","13434978.5","5696430.884","51095720","50449214","50298542","721842","1616926.08","15036546.3","14479510.234","14356727.09","618427.638","205317.975816","26512966.052","23787438.214","24469734.461","2384379.7145","4399125.3465152","2021-03-11 18:31:32.0"
"2020","11","학교","6468","112069205","115867004","116820006","-4274300","-1812303.2","3365273","3541111","3858440","-334502.5","-749285.6","1578694.6","2149249","2118034.8","-554947.3","-184242.5036","12642.072","12132.734","12001.198","575.106","-1278.623978","2021-02-01 04:11:01.0"
"2020","11","종교단체","763","4801276","5294399","5332562","-512204.5","-217174.708","173821","201725","235485","-44784","-100316.16","33972","55229","56754","-22019.5","-7310.474","0","0","0","0","0","2021-02-01 04:11:01.0"
"2020","11","소상공인","42454","72882074","75859911","75334024","-2714893.5","-1151114.844","2245542","2414038","2547348","-235151","-526738.24","1380775","1644516.7","1582087.5","-232527.1","-77198.9972","1409.82","1221.41","1341.17","128.53","-553.249336","2021-02-01 04:11:01.0"
"2020","11","기업","18257","511682443","531646338","526565060","-17423256","-7387460.544","15582300","18450492","17925694","-2605793","-5836976.32","3972233.2","4881342.6","4762196.126","-849536.163","-282046.006116","0","0","0","0","0","2021-02-01 04:11:01.0"
"2020","11","공동주택관리소","3419","449766416","435826061","434153937","14776417","6265200.808","6200616","5257914","6748078","197620","442668.8","20081275","18961853.5","18909909.5","1145393.5","380270.642","0","0","0","0","0","2021-02-01 04:11:01.0"
"2020","11","공공기관","2321","121622751","126381903","129417639","-6277020","-2661456.48","2530581","2730518","2966400","-317878","-712046.72","966508.4","1391433.6","1299667.2","-379042","-125841.944","0","0","0","0","0","2021-02-01 04:11:01.0"
"2020","11","개인","1109468","247308528","238193382","241811816","7305929","3097713.896","30095679","24476616","30623542","2545600","5702144","14835013.9","14516579.836","14485537.232","333955.366","110873.181512","12882737.572","15248388.709","12769185.809","-1126049.687","145565.43401708","2021-02-01 04:11:01.0"
"2020","10","학교","6465","91398726","111355812","100211384","-14384872","-6099185.728","1873172","2642383","2505921","-700980","-1570195.2","1679237.2","2130557","2221027.8","-496555.2","-164856.3264","4619.342","3156.307","4599.92","741.2285","1296.424372","2021-01-01 04:11:13.0"
"2020","10","종교단체","762","4303466","5562359","5071895","-1013661","-429792.264","131042","177576","168003","-41747.5","-93514.4","35890","61159","72831.6","-31105.3","-10326.9596","0","0","0","0","0","2021-01-01 04:11:13.0"
"2020","10","소상공인","42285","70488530","79905940","73894547","-6411713.5","-2718566.524","1760021","2025752","2054799","-280254.5","-627770.08","1562849.6","1828154.8","1907342.4","-304899","-101226.468","438.04","176.03","380.04","160.005","99.59368","2021-01-01 04:11:13.0"
"2020","10","기업","18387","514028486","568844673","534893707","-37840704","-16044458.496","15051799","16253154","17656294","-1902925","-4262552","4446205.4","5537998.2","5802810.4","-1224198.9","-406434.0348","0","0","0","0","0","2021-01-01 04:11:13.0"
"2020","10","공동주택관리소","3420","434056536","426694167","412586086","14416409.5","6112557.628","3008693","2520743","2893391","301626","675642.24","20805185.1","20017108.8","20041093.2","776084.1","257659.9212","0","0","0","0","0","2021-01-01 04:11:13.0"
"2020","10","공공기관","2320","117204494","131825775","126745143","-12080965","-5122329.16","1674704","2032501","2079527","-381310","-854134.4","777619.4","1141271.8","1209105.6","-397569.3","-131993.0076","0","0","0","0","0","2021-01-01 04:11:13.0"
"2020","10","개인","1106242","239397195","234060626","231154244","6789760","2878858.24","16322881","11633884","13728203","3641837.5","8157716","15641048.9","15242645.758","15631336.828","204057.607","67747.125524","4581073.913","3349352.654","4692117.487","560338.8425","1113346.63495028","2021-01-01 04:11:13.0"
"2020","09","학교","6427","119091901","137569814","135440734","-17413373","-7383270.152","2802010","3535650","3643289","-787459.5","-1763909.28","1559259.4","1865320.8","2004187","-375494.5","-124664.174","135.12","148.12","139.18","-8.53","-33.85636","2020-12-01 04:10:51.0"
"2020","09","종교단체","761","5760064","7176789","7194474","-1425567.5","-604440.62","172223","218608","224053","-49107.5","-110000.8","38129","54489","57136","-17683.5","-5870.922","0","0","0","0","0","2020-12-01 04:10:51.0"
"2020","09","소상공인","42015","94027177","99837096","100366564","-6074653","-2575652.872","1849433","2086777","2082113","-235012","-526426.88","1555132.3","1728515.6","1830780","-224515.5","-74539.146","4","2","2","2","7.964","2020-12-01 04:10:51.0"
"2020","09","기업","18365","609887449","638801064","627857683","-23441924.5","-9939375.988","21412754","23080927","27039754","-3647586.5","-8170593.76","4890211.6","5726529.4","6199126.8","-1072616.5","-356108.678","0","0","0","0","0","2020-12-01 04:10:51.0"
"2020","09","공동주택관리소","3420","555442013","510048263","494330585","53252589","22579097.736","2595691","2247512","2153620","395125","885080","20690544.3","19765410.1","20105684.2","754997.15","250659.0538","0","0","0","0","0","2020-12-01 04:10:51.0"
"2020","09","공공기관","2320","148300580","158987486","158762146","-10574236","-4483476.064","2412259","2746081","2758672","-340117.5","-761863.2","1158349.6","1588414.6","1666808","-469261.7","-155794.8844","0","0","0","0","0","2020-12-01 04:10:51.0"
"2020","09","개인","1103344","309166830","282377073","283499362","26228612.5","11120931.7","8026967","6598225","5762394","1846657.5","4136512.8","15232496.1","15019210.7","15416529.582","14625.959","4855.818388","301630.266","597094.566","526637.375","-260235.7045","-1135359.94901","2020-12-01 04:10:51.0"
"2020","08","학교","6395","123507902","137431133","150498319","-20456824","-8673693.376","3358885","4050100","4731953","-1032141.5","-2311996.96","1887539.2","2286756.2","2365232.6","-438455.2","-145567.1264","23.212","23.161","23.161","0.051","0.015912","2020-11-01 04:10:32.0"
"2020","08","종교단체","755","6322445","8059704","8924812","-2169813","-920000.712","175525","223903","254157","-63505","-142251.2","45593","65621","66514.6","-20474.8","-6797.6336","0","0","0","0","0","2020-11-01 04:10:32.0"
"2020","08","소상공인","41159","98477211","111616834","122618750","-18640581","-7903606.344","1961374","2167123","2208817","-226596","-507575.04","1724673.4","1892745.2","1898677","-171037.7","-56784.5164","2","2","2","0","0","2020-11-01 04:10:32.0"
"2020","08","기업","18009","682224261","732329674","775202183","-71541667.5","-30333667.02","19253258","22927275","28081658","-6251208.5","-14002707.04","4890842","5762505.4","5934886.2","-957853.8","-318007.4616","0","0","0","0","0","2020-11-01 04:10:32.0"
"2020","08","공동주택관리소","3360","558689624","604777875","712494302","-99946464.5","-42377300.948","2458179","2296455","2400370","109766.5","245876.96","20357600.7","20153002","20523268.6","19465.4","6462.5128","0","0","0","0","0","2020-11-01 04:10:32.0"
"2020","08","공공기관","2300","160448936","177469568","187757936","-22164816","-9397881.984","2614929","3248606","3432110","-725429","-1624960.96","786119.6","1182983.6","1172265.4","-391504.9","-129979.6268","0","0","0","0","0","2020-11-01 04:10:32.0"
"2020","08","개인","1099077","320723239","351477882","418126582","-64078993","-27169493.032","10177428","8775311","8144044","1717750.5","3847761.12","15600097.8","15415308.944","15739166.682","22859.987","7589.515684","286814.663","279800.133","279604.453","7112.37","24275.680352","2020-11-01 04:10:32.0"
"2020","07","학교","6380","120495075","133443884","136513965","-14483849.5","-6141152.188","2682287","4024061","4397400","-1528443.5","-3423713.44","1612758.4","2206277.8","2196415.2","-588588.1","-195411.2492","37","37","37","0","0","2020-10-01 04:11:58.0"
"2020","07","종교단체","753","5678854","6769196","6937931","-1174709.5","-498076.828","153385","194598","200051","-43939.5","-98424.48","33422","51934","47709","-16399.5","-5444.634","0","0","0","0","0","2020-10-01 04:11:58.0"
"2020","07","소상공인","40726","91705549","94496409","97360549","-4222930","-1790522.32","1922315","2123692","2232405","-255733.5","-572843.04","1520553.6","1685844.2","1673063.4","-158900.2","-52754.8664","2","2","2","0","0","2020-10-01 04:11:58.0"
"2020","07","기업","17954","632574790","678245116","706359760","-59727648","-25324522.752","16571620","18527844","19532948","-2458776","-5507658.24","4473481.2","5105855.2","4993498.6","-576195.7","-191296.9724","0","0","0","0","0","2020-10-01 04:11:58.0"
"2020","07","공동주택관리소","3338","473104077","469411723","504367736","-13785652.5","-5845116.66","2547497","2643690","2849125","-198910.5","-445559.52","20352730.2","19318935.6","19499096.6","943714.1","313313.0812","0","0","0","0","0","2020-10-01 04:11:58.0"
"2020","07","공공기관","2299","146559726","159397456","163652739","-14965371.5","-6345317.516","2194562","2588820","3009296","-604496","-1354071.04","1055895.2","1392749.6","1359361.4","-320160.3","-106293.2196","0","0","0","0","0","2020-10-01 04:11:58.0"
"2020","07","개인","1095539","267363208","264997931","286253545","-8262530","-3503312.72","10708959","10596043","11200221","-189173","-423747.52","15033682.8","14796021.9","15108532.542","81405.579","27026.652228","21617947.477","18331790.918","18326637.601","3288733.2175","13100502.88822","2020-10-01 04:11:58.0"
"2020","06","학교","6368","104743870","116300265","116890046","-11851285.5","-5024945.052","2535322","3236864","3392850","-779535","-1746158.4","1486725.6","2271372.8","2332154.8","-815038.2","-270592.6824","47.145","80.155","105.125","-45.495","-181.17944","2020-09-01 04:10:44.0"
"2020","06","종교단체","752","5027924","5743486","5666242","-676940","-287022.56","126376","154240","158075","-29781.5","-66710.56","34459","59936","56236","-23627","-7844.164","0","0","0","0","0","2020-09-01 04:10:44.0"
"2020","06","소상공인","40007","80620263","80737152","81929643","-713134.5","-302369.028","2019664","2202816","2323355","-243421.5","-545264.16","1515198.7","1723419.2","1711541","-202281.4","-67157.4248","5","5","5","0","0","2020-09-01 04:10:44.0"
"2020","06","기업","17944","585293875","589868750","601127707","-10204353.5","-4326645.884","15191160","16258806","16998534","-1437510","-3220022.4","3995993","5023934","4836359.872","-934153.936","-310139.106752","0","0","0","0","0","2020-09-01 04:10:44.0"
"2020","06","공동주택관리소","3316","454093444","421978781","431529592","27339257.5","11591845.18","3613390","3461951","3627745","68542","153534.08","20189281.3","19449609.4","19403583.4","762684.9","253211.3868","0","0","0","0","0","2020-09-01 04:10:44.0"
"2020","06","공공기관","2308","132355611","136770768","137419741","-4739643.5","-2009608.844","1815603","2265037","2336136","-484983.5","-1086363.04","665173.8","1053085.4","986599.6","-354668.7","-117750.0084","0","0","0","0","0","2020-09-01 04:10:44.0"
"2020","06","개인","1095134","255905483","233718806","239278532","19406814","8228489.136","18132779","15741467","17208944","1657573.5","3712964.64","15240275.9","14679172.648","14985444.842","407967.155","135445.09546","705948.444","647642.018","651384.518","56435.176","138635.207064","2020-09-01 04:10:44.0"
"2020","05","학교","6324","87536552","104749458","101920132","-15798243","-6698455.032","1975566","3393752","3024601","-1233610.5","-2763287.52","1207377","2092118","2192990.8","-935177.4","-310478.8968","2055.43","1126.476","1145.911","919.2365","960.139868","2020-08-01 04:10:42.0"
"2020","05","종교단체","751","4334203","5147088","5008498","-743590","-315282.16","167160","252868","213019","-65783.5","-147355.04","27986","46556","42787","-16685.5","-5539.586","0","0","0","0","0","2020-08-01 04:10:42.0"
"2020","05","소상공인","39760","67276659","71412508","70844405","-3851797.5","-1633162.14","2222307","2542555","2537876","-317908.5","-712115.04","1297194","1479222.2","1515207","-200020.6","-66406.8392","116","75","91","33","234.929888","2020-08-01 04:10:42.0"
"2020","05","기업","17918","497120210","547418466","541505351","-47341698.5","-20072880.164","20787995","22905116","21356406","-1342766","-3007795.84","3441131.2","4368769.4","4374632.4","-930569.7","-308949.1404","0","0","0","0","0","2020-08-01 04:10:42.0"
"2020","05","공동주택관리소","3315","424717808","409262337","411733279","14220000","6029280","7101486","6856546","6535507","405459.5","908229.28","19657381.3","18538578.2","18621289.6","1077447.4","357712.5368","0","0","0","0","0","2020-08-01 04:10:42.0"
"2020","05","공공기관","2306","116937888","126360539","125023946","-8754354.5","-3711846.308","1766847","2410292","2336822","-606710","-1359030.4","962072","1250075.6","1254550.6","-290241.1","-96360.0452","0","0","0","0","0","2020-08-01 04:10:42.0"
"2020","05","개인","1093545","237473019","227077379","228673964","9597347.5","4069275.34","33564967","31456496","29858188","2907625","6513080","14679505.8","13825277.2","13958017.282","787858.559","261569.041588","3702573.787","1456564.063","1560509.046","2194037.2325","1190641.45637888","2020-08-01 04:10:42.0"
"2020","04","학교","6300","96979856","126557437","116589997","-24593861","-10427797.064","3176424","4961967","4599527","-1604323","-3593683.52","1400948.4","1874996.2","1934916.4","-504007.9","-167330.6228","10427.87","8690.472","6989.489","2587.8895","3455.529308","2020-07-01 04:11:18.0"
"2020","04","종교단체","750","4431611","5886020","5585824","-1304311","-553027.864","264412","367736","360257","-99584.5","-223069.28","32308","51135","48566","-17542.5","-5824.11","0","0","0","0","0","2020-07-01 04:11:18.0"
"2020","04","소상공인","39675","69099782","74840605","73621912","-5131476.5","-2175746.036","2604042","3153994","3136138","-541024","-1211893.76","1435713.2","1526177.9","1591277.6","-123014.55","-40840.8306","747.32","764.31","596.2","67.065","254.869216","2020-07-01 04:11:18.0"
"2020","04","기업","17908","464071790","509591403","507438538","-44443180.5","-18843908.532","29643429","32924202","33125957","-3381650.5","-7574897.12","3650961.2","4369969.4","4296507.8","-682277.4","-226516.0968","0","0","0","0","0","2020-07-01 04:11:18.0"
"2020","04","공동주택관리소","3310","443921581","431529865","432947188","11683054.5","4953615.108","10850091","10963314","11076339","-169735.5","-380207.52","20105538.6","18670092.7","18920940.1","1310022.2","434927.3704","0","0","0","0","0","2020-07-01 04:11:18.0"
"2020","04","공공기관","2306","117709617","130315802","127867824","-11382196","-4826051.104","2770923","3397684","3458452","-657145","-1472004.8","698332.2","932762.6","867548.6","-201823.4","-67005.3688","0","0","0","0","0","2020-07-01 04:11:18.0"
"2020","04","개인","1090113","247831442","238950538","238954825","8878760.5","3764594.452","48373693","49324246","47046759","188190.5","421546.72","14618775.2","13970717.273","14081192.302","592820.4125","196816.37695","8499792.566","7898645.72","6502190.637","1299374.3875","2311432.90608148","2020-07-01 04:11:18.0"
"2020","03","학교","6292","115546074","129816985","133347547","-16036192","-6799345.408","5574708","6370871","7582806","-1402130.5","-3140772.32","1365646.8","1445878","1530052.8","-122318.6","-40609.7752","15736.122","14204.448","15107.114","1080.341","1872.874404","2020-06-01 04:10:16.0"
"2020","03","종교단체","744","5411017","6221006","6525916","-962444","-408076.256","468352","576781","681233","-160655","-359867.2","40585","45227","44103","-4080","-1354.56","0","0","0","0","0","2020-06-01 04:10:16.0"
"2020","03","소상공인","39520","75710977","75568033","78208495","-1177287","-499169.688","3282627","3759497","4107683","-650963","-1458157.12","1446769","1458471.2","1522147","-43540.1","-14455.3132","1367.62","1244.72","1936.55","-223.015","-682.933748","2020-06-01 04:10:16.0"
"2020","03","기업","17899","503632803","518032055","531491745","-21129097","-8958737.128","43156300","45820135","40148628","171918.5","385097.44","3950598.4","4197561.6","4275006.6","-285685.7","-94847.6524","0","0","0","0","0","2020-06-01 04:10:16.0"
"2020","03","공동주택관리소","3311","448375522","419956791","428167440","24313406.5","10308884.356","14182456","14475183","16384142","-1247206.5","-2793742.56","18778558.7","18034429.4","18040000.1","741343.95","246126.1914","0","0","0","0","0","2020-06-01 04:10:16.0"
"2020","03","공공기관","2306","126536750","129189417","130537165","-3326541","-1410453.384","4119545","6928384","6309259","-2499276.5","-5598379.36","1148180.4","1326049.2","1267052.8","-148370.6","-49259.0392","0","0","0","0","0","2020-06-01 04:10:16.0"
"2020","03","개인","1083336","244369714","227162127","230468451","15554425","6595076.2","64367515","65450621.443","74768665","-5742128.2215","-12862367.21616","13841531","13294080.9","13403181.166","492899.967","163642.789044","14194450.151","13628181.388","13761059.062","499829.926","1697859.46058128","2020-06-01 04:10:16.0"
"2020","02","학교","6086","142826530","149612048","171532997","-17745992.5","-7524300.82","6812488","7610907","9611826","-1798878.5","-4029487.84","1767434.6","1880587.8","1890107.6","-117913.1","-39147.1492","17911.805","18876.459","23244.355","-3148.602","-3158.931568","2020-05-01 04:10:52.0"
"2020","02","종교단체","735","7350366","7738837","8945551","-991828","-420535.072","604162","686040","798748","-138232","-309639.68","46097","53383","50097","-5643","-1873.476","0","0","0","0","0","2020-05-01 04:10:52.0"
"2020","02","소상공인","38247","84067429","87859166","98481763","-9103035.5","-3859687.052","3983225","4345741","4985309","-682300","-1528352","1645732.2","1675281","1744144.8","-63980.7","-21241.5924","2128.96","2111.52","2918.36","-385.98","-858.3238","2020-05-01 04:10:52.0"
"2020","02","기업","17626","532209497","534888835","575935693","-23202767","-9837973.208","40579020","47899172","53325664","-10033398","-22474811.52","4418372.4","4588553.2","4656488.8","-204148.6","-67777.3352","0","0","0","0","0","2020-05-01 04:10:52.0"
"2020","02","공동주택관리소","3287","470630071","468544365","492759259","-10021741","-4249218.184","16257778","17810251","20044873","-2669784","-5980316.16","19004163.3","18913477.4","19089242.5","2803.35","930.7122","0","0","0","0","0","2020-05-01 04:10:52.0"
"2020","02","공공기관","2285","140998432","145212514","154632001","-8923825.5","-3783702.012","5270275","9415859","10457121","-4666215","-10452321.6","896955.8","961790.6","940968.2","-54423.6","-18068.6352","0","0","0","0","0","2020-05-01 04:10:52.0"
"2020","02","개인","1076552","254879033","253509315","264160677","-3955963","-1677328.312","76363768","81925985","90579789","-9889119","-22151626.56","14052828.8","13955334.4","14353098.83","-101387.815","-33660.75458","20848668.612","21519772.656","27453425.209","-3637930.3205","-2105455.1766796","2020-05-01 04:10:52.0"
"2020","01","학교","6435","159621946","174379927","177104983","-16121437.5","-6835489.5","8496006","9896724","11169031","-2036871.5","-4562592.16","2031505.2","2089144.6","2078369.6","-52302.4","-17364.3968","26436.118","27914.06","32999.772","-3616.617","-3643.6004","2020-05-22 14:15:39.0"
"2020","01","종교단체","700","7798601","8419243","8756161","-789101","-334578.824","611223","700012","764041","-120803.5","-270599.84","49724","46217","44516","4357.5","1446.69","0","0","0","0","0","2020-05-22 14:15:39.0"
"2020","01","소상공인","38599","87444513","93447408","96694613","-7626715","-3233727.16","4440035","4858222","5211686","-594919","-1332618.56","1471632.2","1486283.2","1508844.4","-25957.1","-8617.7572","2185.8","2454.56","3621.26","-712.61","-370.39776","2020-05-22 14:15:39.0"
"2020","01","기업","15226","530406080","569786725","592508434","-50741499.5","-21514395.788","44707541","48397986","52997608","-5990256","-13418173.44","3966432.8","4060445.8","4132452.4","-130016.3","-43165.4116","0","0","0","0","0","2020-05-22 14:15:39.0"
"2020","01","공동주택관리소","3220","476325277","487755334","495929533","-15517156.5","-6579274.356","16593220","18171311","19443529","-2214200","-4959808","17949308.6","18236206.1","18153912.8","-245750.85","-81589.2822","0","0","0","0","0","2020-05-22 14:15:39.0"
"2020","01","공공기관","2159","148496315","155543929","156859143","-7705221","-3267013.704","5861413","9045433","10816783","-4069695","-9116116.8","1179431","1166233","1117109","37760","12536.32","0","0","0","0","0","2020-05-22 14:15:39.0"
"2020","01","개인","1081735","258045023","264122729","266518872","-7672275.5","-3253044.812","74543710","80702959","84860815","-8238177","-18453516.48","13737344.7","13978591.7","13980672.34","-268260.32","-89062.42624","24876689.382","26679608.084","30462662.092","-3542158.0525","-1240295.81771924","2020-05-22 14:15:39.0"
"2019","12","학교","6027","159853155","155928013","169803671","-3012687","-1277379.288","7300615","7499768","8745033","-821785.5","-1840799.52","2210717.4","2147510.8","2203841.8","35041.1","11633.6452","17946.092","20069.334","22798.503","-3487.8265","-329.173948","2020-03-01 04:11:00.0"
"2019","12","종교단체","725","6890642","6866455","7573072","-329121.5","-139547.516","420833","390800","494599","-21866.5","-48980.96","60992","45137","50364","13241.5","4396.178","0","0","0","0","0","2020-03-01 04:11:00.0"
"2019","12","소상공인","37596","80017930","80256603","87203822","-3712282.5","-1574007.78","3480037","3491961","3855690","-193788.5","-434086.24","1590865","1533660","1593353.4","27358.3","9082.9556","2033.78","2164.49","3019.13","-558.03","-523.619584","2020-03-01 04:11:00.0"
"2019","12","기업","17681","556015919","568216392","596810100","-26497327","-11234866.648","31034655","25964985","31276925","2413700","5406688","4562289.8","4450609.6","4590181","41894.5","13908.974","0","0","0","0","0","2020-03-01 04:11:00.0"
"2019","12","공동주택관리소","3281","449006807","452738010","462898041","-8811218.5","-3735956.644","11510189","11871333","13310656","-1080805.5","-2421004.32","18796094.7","18743315","18984474.5","-67800.05","-22509.6166","0","0","0","0","0","2020-03-01 04:11:00.0"
"2019","12","공공기관","2273","139918684","142905730","148918586","-5993474","-2541232.976","4451376","5062558","6905565","-1532685.5","-3433215.52","962713.2","919428","919109.8","43444.3","14423.5076","0","0","0","0","0","2020-03-01 04:11:00.0"
"2019","12","개인","1081734","244976724","247816014","251797783","-4830174.5","-2047993.988","54509050","54394919","61557885","-3467352","-7766868.48","14184785.2","14290701","14591459.26","-256294.93","-85089.91676","23558262.283","24409943.098","27090069.62","-2191744.076","-218676.2229472","2020-03-01 04:11:00.0"
"2019","11","학교","6023","113388942","115033354","115550694","-1903082","-806906.768","3520994","3933519","4066934","-479232.5","-1073480.8","2123614.4","2100045","2133328.4","6927.7","2299.9964","9693.485","9725.01","11197.084","-767.562","3199.78916","2020-02-01 04:10:26.0"
"2019","11","종교단체","721","4995998","4992794","5088915","-44856.5","-19019.156","196649","246633","200125","-26730","-59875.2","53523","54386","48208","2226","739.032","0","0","0","0","0","2020-02-01 04:10:26.0"
"2019","11","소상공인","37401","68456931","68222621","70551499","-930129","-394374.696","2371480","2594659","2610134","-230916.5","-517252.96","1510508.1","1499752.6","1533767.4","-6251.9","-2075.6308","1173.38","1277.09","1406.09","-168.21","250.884252","2020-02-01 04:10:26.0"
"2019","11","기업","17669","508670236","508903044","528678651","-10120611.5","-4291139.276","16748634","16561924","16196346","369499","827677.76","4673430","4559549.126","4584861.926","101224.474","33606.525368","0","0","0","0","0","2020-02-01 04:10:26.0"
"2019","11","공동주택관리소","3270","423074929","423687552","429128249","-3332971.5","-1413179.916","5437956","7143103","5824857","-1046024","-2343093.76","18300254.5","18288791.5","18479925.5","-84104","-27922.528","0","0","0","0","0","2020-02-01 04:10:26.0"
"2019","11","공공기관","2272","125370207","128314343","130114732","-3844330.5","-1629996.132","2604304","3069351","3022662","-441702.5","-989413.6","1393138.6","1302259.2","1270213.2","106902.4","35491.5968","0","0","0","0","0","2020-02-01 04:10:26.0"
"2019","11","개인","1079209","231283724","235682963","235499106","-4307310.5","-1826299.652","24835894","31262168","26953110","-4271745","-9568708.8","14123043.9","14136442.33","14389775.934","-140065.232","-46501.657024","14983364.884","12623455.054","14949105.406","1197084.654","700606.0926388","2020-02-01 04:10:26.0"
"2019","10","학교","6021","108955593","97943000","96544359","11711913.5","4965851.324","2670163","2505593","2426844","203944.5","456835.68","2108640","2214665.6","2176927.2","-87156.4","-28935.9248","1380.067","2840.165","2377.539","-1228.785","-4080.8397","2019-12-30 14:55:31.0"
"2019","10","종교단체","718","5155217","4684791","4861335","382154","162033.296","168492","158813","162448","7861.5","17609.76","60284","71763.6","60297","-5746.3","-1907.7716","0","0","0","0","0","2019-12-30 14:55:31.0"
"2019","10","소상공인","37275","72254681","67040447","69269970","4099472.5","1738176.34","2004404","2070554","2008037","-34891.5","-78156.96","1711151.2","1804323","1789406.642","-85713.621","-28456.922172","155.03","347.04","191.04","-114.01","-258.848408","2019-12-30 14:55:31.0"
"2019","10","기업","17650","547716715","519357187","527001104","24537569.5","10403929.468","16442700","16853104","16508922","-238313","-533821.12","5353679.4","5636938.8","5421914.4","-175747.2","-58348.0704","0","0","0","0","0","2019-12-30 14:55:31.0"
"2019","10","공동주택관리소","3269","413193901","401482006","402624617","11140589.5","4723609.948","2666406","3037235","2629966","-167194.5","-374515.68","19366304","19439772.4","19280339.3","6248.15","2074.3858","0","0","0","0","0","2019-12-30 14:55:31.0"
"2019","10","공공기관","2273","130649764","125532919","124043238","5861685.5","2485354.652","2069554","2097118","1865879","88055.5","197244.32","1140258.8","1203342.6","1124776.4","-23800.7","-7901.8324","0","0","0","0","0","2019-12-30 14:55:31.0"
"2019","10","개인","1076855","228095713","225939305","225104127","2573997","1091374.728","11876816","14120932","12289003","-1328151.5","-2975059.36","14804362.3","15240481.046","15078243.121","-354999.7835","-117859.928122","2590192.143","4157417.598","3971074.315","-1474053.8135","-1551273.21514142","2019-12-30 14:55:31.0"
"2019","09","학교","6000","134562767","132730579","126398407","4998274","2119268.176","3621300","3724576","3534837","-8406.5","-18830.56","1840326.8","1980581.6","1941555","-120741.5","-40086.178","20023.02","20014.08","20026.08","2.94","11.92728","2019-12-01 04:10:39.0"
"2019","09","종교단체","714","6685718","6658190","6333842","189702","80433.648","215197","222062","220241","-5954.5","-13338.08","51863","53411","51224","-454.5","-150.894","0","0","0","0","0","2019-12-01 04:10:39.0"
"2019","09","소상공인","36981","89759880","90511927","86273244","1367294.5","579732.868","2113990","2135824","2235099","-71471.5","-160096.16","1608949","1709029","1643603.148","-67367.074","-22365.868568","6","6","6","0","0","2019-12-01 04:10:39.0"
"2019","09","기업","17618","617346426","610010323","625481032","-399251.5","-169282.636","23097083","24738457","22057772","-301031.5","-674310.56","5476932","5919441.4","5510422.6","-238000","-79016","0","0","0","0","0","2019-12-01 04:10:39.0"
